player_A,player_B,matches,A_wins,B_wins,last_match_date,last5_sequence,A_wins_last5
106415,111815,3,1,2,2021-03-22,1 0 0,1
104926,105051,1,1,0,2018-09-24,1,1
105311,106071,1,0,1,2018-09-24,0,0
104926,126203,3,1,2,2024-05-06,1 0 0,1
105732,106415,2,1,1,2020-02-24,0 1,1
104926,106071,1,0,1,2018-09-24,0,0
100644,105138,3,3,0,2023-04-10,1 1 1,3
104731,105051,1,1,0,2018-10-01,1,1
104291,200059,1,1,0,2018-10-01,1,1
109739,126207,2,0,2,2022-06-27,0 0,0
106401,106415,3,3,0,2022-08-01,1 1 1,3
104269,104792,2,2,0,2018-10-22,1 1,2
104755,106045,1,1,0,2018-10-01,1,1
105216,105453,1,0,1,2018-10-01,0,0
105777,105815,1,1,0,2018-10-01,1,1
105577,105583,1,0,1,2018-10-01,0,0
104468,200282,2,0,2,2019-01-07,0 0,0
106121,126774,1,0,1,2018-10-01,0,0
105376,106378,2,1,1,2019-07-29,0 1,1
105173,105683,2,0,2,2020-09-14,0 0,0
104571,106065,1,0,1,2018-10-01,0,0
104898,133297,1,0,1,2018-10-01,0,0
104312,105916,3,1,2,2021-08-30,0 0 1,1
105373,105449,1,1,0,2018-10-01,1,1
105311,126094,1,0,1,2018-10-01,0,0
106043,106421,6,0,6,2021-02-02,0 0 0 0 0,0
104926,105430,3,2,1,2019-05-13,1 0 1,2
111202,133430,1,0,1,2018-10-01,0,0
103852,106432,2,1,1,2020-10-12,1 0,1
104527,126203,2,1,1,2023-04-10,1 0,1
104999,105936,1,0,1,2018-10-01,0,0
104871,106000,1,1,0,2018-10-01,1,1
105227,105526,4,1,3,2024-01-01,0 1 0 0,1
104755,106401,1,1,0,2018-10-01,1,1
104269,105932,4,3,1,2022-09-26,0 1 1 1,3
105583,105777,2,1,1,2022-04-11,1 0,1
126774,200282,12,11,1,2024-05-06,1 1 1 0 1,4
106378,126610,2,1,1,2019-10-21,1 0,1
105683,133297,1,1,0,2018-10-01,1,1
105373,106421,2,0,2,2019-02-04,0 0,0
104926,126094,8,3,5,2022-08-15,0 0 0 0 0,0
104527,133430,3,1,2,2020-10-12,0 1 0,1
103852,105936,2,1,1,2020-11-02,0 1,1
104871,105526,3,2,1,2021-01-05,0 1 1,2
104731,104755,1,0,1,2018-10-01,0,0
104291,105932,2,0,2,2021-03-08,0 0,0
105453,126774,2,1,1,2021-03-22,1 0,1
105583,106378,2,1,1,2020-01-20,0 1,1
105683,106421,3,0,3,2020-11-02,0 0 0,0
104926,105916,6,4,2,2021-11-01,0 1 1 1 0,3
105526,133430,8,5,3,2022-01-03,1 1 0 1 0,3
104755,105453,2,1,1,2019-08-05,0 1,1
105223,105932,1,0,1,2018-10-01,0,0
104871,109739,1,1,0,2018-10-08,1,1
111202,128034,1,1,0,2018-10-08,1,1
104468,106065,1,0,1,2018-10-08,0,0
104792,126774,4,2,2,2023-08-07,0 1 0 1,2
105449,111575,2,0,2,2022-01-03,0 0,0
105936,106378,2,1,1,2020-01-06,0 1,1
104312,105173,5,2,3,2022-06-06,1 0 0 1 0,2
105916,106000,2,2,0,2019-02-25,1 1,2
104527,106432,1,0,1,2018-10-08,0,0
105614,106401,1,1,0,2018-10-08,1,1
104755,104919,1,1,0,2018-10-08,1,1
104810,200059,1,0,1,2018-10-08,0,0
104898,126203,1,0,1,2018-10-08,0,0
105138,126094,7,3,4,2023-06-19,1 0 0 1 0,2
105585,106421,1,0,1,2018-10-08,0,0
106065,111202,1,1,0,2018-10-08,1,1
111575,126774,8,1,7,2024-04-08,0 0 1 0 0,1
100644,105932,4,3,1,2021-07-24,1 0 1 1,3
105227,111797,1,0,1,2018-10-08,0,0
105051,106233,1,1,0,2018-10-08,1,1
105614,106432,1,0,1,2018-10-08,0,0
104755,105223,1,0,1,2018-10-08,0,0
105453,200059,1,1,0,2018-10-08,1,1
105138,111456,3,2,1,2022-10-17,1 1 0,2
103819,106421,3,3,0,2019-03-18,1 1 1,3
106378,111797,2,2,0,2019-03-04,1 1,2
105051,105376,1,1,0,2018-10-08,1,1
105023,105453,2,0,2,2021-08-02,0 0,0
103819,105138,2,2,0,2019-06-17,1 1,2
105051,106432,1,0,1,2018-10-08,0,0
103819,105453,4,3,1,2019-07-01,1 1 0 1,3
100644,104925,11,3,8,2023-08-14,0 1 0 1 0,2
105041,106121,1,1,0,2018-10-15,1,1
104719,111815,1,0,1,2018-10-15,0,0
104198,106045,2,1,1,2019-01-07,0 1,1
105379,111513,2,1,1,2019-02-18,1 0,1
104468,104660,2,2,0,2019-05-27,1 1,2
104797,105575,1,0,1,2018-10-15,0,0
104919,105577,1,0,1,2018-10-15,0,0
104586,126610,1,1,0,2018-10-15,1,1
104259,200282,1,1,0,2018-10-15,1,1
104542,105550,1,1,0,2018-10-15,1,1
104291,105806,1,0,1,2018-10-15,0,0
104269,105051,2,2,0,2019-02-11,1 1,2
104792,105074,1,1,0,2018-10-15,1,1
106401,126094,3,2,1,2022-03-21,1 0 1,2
105166,133430,1,0,1,2018-10-15,0,0
103852,126207,2,1,1,2023-02-27,1 0,1
104312,105373,2,2,0,2019-01-07,1 1,2
105208,144707,1,1,0,2018-10-15,1,1
105526,106005,1,1,0,2018-10-15,1,1
105732,122330,2,1,1,2022-01-31,1 0,1
109739,111200,2,1,1,2023-01-02,0 1,1
106210,144719,2,1,1,2021-09-20,1 0,1
105062,105539,2,1,1,2019-10-14,0 1,1
105815,106298,1,1,0,2018-10-15,1,1
104898,125802,1,0,1,2018-10-15,0,0
106000,106078,1,0,1,2018-10-15,0,0
105132,106214,1,0,1,2018-10-15,0,0
106026,106099,1,0,1,2018-10-15,0,0
105614,105657,2,2,0,2019-07-22,1 1,2
105173,106348,1,1,0,2018-10-15,1,1
104926,105041,1,1,0,2018-10-15,1,1
106043,111815,4,1,3,2021-10-04,1 0 0 0,1
105583,106421,3,2,1,2021-03-01,0 1 1,2
106045,111202,1,0,1,2018-10-15,0,0
104468,111456,3,2,1,2021-10-18,1 0 1,2
105379,105575,1,0,1,2018-10-15,0,0
105357,126774,1,0,1,2018-10-15,0,0
105577,105683,2,2,0,2020-08-31,1 1,2
104586,111575,1,0,1,2018-10-15,0,0
104259,104269,2,2,0,2021-05-31,1 1,2
104542,104792,1,0,1,2018-10-15,0,0
105806,106401,1,1,0,2018-10-15,1,1
105208,133430,1,1,0,2018-10-15,1,1
104312,105732,1,1,0,2018-10-15,1,1
103852,105526,1,0,1,2018-10-15,0,0
106058,111200,1,1,0,2018-10-15,1,1
104755,106210,1,1,0,2018-10-15,1,1
105815,106214,1,1,0,2018-10-15,1,1
105332,106078,3,0,3,2021-09-20,0 0 0,0
106099,125802,1,0,1,2018-10-15,0,0
105077,106378,1,0,1,2018-10-15,0,0
105575,106421,3,1,2,2022-08-01,0 1 0,1
104926,111202,1,1,0,2018-10-15,1,1
104468,106043,1,0,1,2018-10-15,0,0
105806,111575,1,0,1,2018-10-15,0,0
104792,105577,2,2,0,2020-02-03,1 1,2
104312,105936,2,1,1,2019-04-22,1 0,1
105208,106058,2,2,0,2018-10-22,1 1,2
104755,105526,2,1,1,2023-06-12,1 0,1
105173,106078,4,2,2,2022-04-18,1 0 1 0,2
104545,105815,2,2,0,2020-01-13,1 1,2
106378,125802,2,2,0,2019-03-18,1 1,2
106421,111575,6,4,2,2024-04-08,1 1 1 1 0,4
104926,126774,4,0,4,2022-04-11,0 0 0 0,0
104545,105208,1,0,1,2018-10-15,0,0
105173,111575,2,0,2,2021-10-25,0 0,0
105208,126774,1,0,1,2018-10-15,0,0
104792,106378,1,0,1,2018-10-15,0,0
105051,200615,2,0,2,2021-02-22,0 0,0
103781,105683,1,1,0,2018-10-22,1,1
105173,105583,5,2,3,2020-11-02,0 0 1 0 1,2
104259,106298,2,0,2,2019-08-26,0 0,0
105138,105311,3,2,1,2023-01-16,1 0 1,2
105227,133430,5,2,3,2021-06-07,1 0 0 0 1,2
104792,105449,3,3,0,2021-08-30,1 1 1,3
105657,105992,1,1,0,2018-10-22,1,1
104269,105732,2,1,1,2019-04-15,1 0,1
111513,126203,1,0,1,2018-10-22,0,0
105967,106065,2,2,0,2019-08-26,1 1,2
104926,106000,1,1,0,2018-10-22,1,1
106421,109739,1,1,0,2018-10-22,1,1
105916,200000,4,2,2,2023-10-02,1 0 0 1,2
104312,106121,1,1,0,2018-10-22,1,1
105062,105777,1,1,0,2018-10-22,1,1
105453,126207,1,1,0,2018-10-22,1,1
110602,111575,2,0,2,2020-02-24,0 0,0
104542,105023,1,0,1,2018-10-22,0,0
105074,106233,1,0,1,2018-10-22,0,0
103781,104731,1,0,1,2018-10-22,0,0
100644,200615,2,2,0,2019-02-25,1 1,2
106298,106432,3,2,1,2019-05-06,0 1 1,2
105138,105583,3,3,0,2022-01-03,1 1 1,3
104269,106378,3,3,0,2019-07-01,1 1 1,3
105967,126203,1,0,1,2018-10-22,0,0
105062,126094,3,2,1,2020-01-06,1 1 0,2
105376,126774,1,0,1,2018-10-22,0,0
104468,105208,1,1,0,2018-10-22,1,1
105023,106233,2,1,1,2019-07-01,0 1,1
105657,126203,2,1,1,2019-01-07,1 0,1
105062,105916,1,1,0,2018-10-22,1,1
103819,104468,1,1,0,2018-10-22,1,1
104269,104731,1,0,1,2018-10-22,0,0
100644,105657,1,0,1,2018-10-22,0,0
105062,105453,2,0,2,2019-07-01,0 0,0
103819,105657,1,1,0,2018-10-22,1,1
105311,106065,1,1,0,2018-10-29,1,1
105376,106000,2,1,1,2019-02-18,0 1,1
104259,104898,2,2,0,2019-05-27,1 1,2
104542,105683,2,0,2,2019-06-10,0 0,0
105173,200005,3,2,1,2023-07-17,1 0 1,2
105357,105932,3,1,2,2021-03-08,0 1 0,1
105062,105732,3,1,2,2022-02-14,1 0 0,1
103917,126207,2,1,1,2019-06-17,0 1,1
104468,106298,2,2,0,2022-01-31,1 1,2
104755,133430,1,1,0,2018-10-29,1,1
105138,105777,2,0,2,2021-08-16,0 0,0
105173,105453,2,0,2,2019-03-04,0 0,0
104545,105062,2,1,1,2019-07-01,1 0,1
105051,111575,2,1,1,2021-03-08,0 1,1
100644,126207,5,5,0,2023-05-29,1 1 1 1 1,5
104755,106058,1,0,1,2018-10-29,0,0
104269,104291,1,0,1,2018-10-29,0,0
104925,106000,3,3,0,2020-08-31,1 1 1,3
105227,105777,3,1,2,2021-02-08,1 0 0,1
103819,104926,1,1,0,2018-10-29,1,1
100644,106043,5,4,1,2023-09-27,1 0 1 1 1,4
104291,106058,1,0,1,2018-10-29,0,0
106058,106233,2,0,2,2020-09-28,0 0,0
106233,111575,3,2,1,2019-09-30,0 1 1,2
126094,132482,1,1,0,2018-11-05,1,1
126203,132482,1,1,0,2018-11-05,1,1
132482,200282,1,0,1,2018-11-05,0,0
126203,200282,8,3,5,2024-01-01,1 1 1 0 0,3
128034,144719,1,1,0,2018-11-05,1,1
126207,144719,4,1,3,2024-05-20,0 0 0 1,1
126774,144719,3,3,0,2021-04-19,1 1 1,3
126774,128034,10,7,3,2023-08-14,1 1 0 1 0,3
126207,126774,6,3,3,2024-03-04,1 0 1 1 0,3
144719,200282,2,0,2,2021-05-03,0 0,0
126094,126774,11,5,6,2022-11-14,0 1 0 0 1,2
103819,106233,4,1,3,2019-11-11,1 0 0 0,1
104545,104925,2,0,2,2019-10-07,0 0,0
100644,103819,2,2,0,2019-10-07,1 1,2
105732,106233,1,1,0,2018-12-31,1,1
105376,109739,1,0,1,2018-12-31,0,0
105155,105208,1,0,1,2018-12-31,0,0
106045,126203,2,2,0,2021-08-02,1 1,2
104259,104607,1,0,1,2018-12-31,0,0
103333,200000,1,1,0,2018-12-31,1,1
105357,105815,1,1,0,2018-12-31,1,1
104665,105539,1,0,1,2018-12-31,0,0
105777,106415,3,3,0,2024-05-06,1 1 1,3
104660,106065,1,0,1,2018-12-31,0,0
105550,117356,1,1,0,2018-12-31,1,1
104719,106368,1,0,1,2018-12-31,0,0
106034,200005,2,1,1,2021-02-08,1 0,1
105432,111581,1,0,1,2018-12-31,0,0
105575,105676,2,1,1,2019-05-27,1 0,1
104327,106148,1,1,0,2018-12-31,1,1
105332,106329,3,3,0,2022-01-17,1 1 1,3
105379,105683,4,0,4,2020-11-02,0 0 0 0,0
104198,122570,1,1,0,2018-12-31,1,1
106210,126156,1,1,0,2018-12-31,1,1
104919,200175,1,0,1,2018-12-31,0,0
105077,105932,2,0,2,2021-10-04,0 0,0
105430,144719,1,0,1,2018-12-31,0,0
200282,200615,3,2,1,2024-04-08,1 0 1,2
104312,126094,1,0,1,2018-12-31,0,0
104620,104797,1,1,0,2018-12-31,1,1
106109,111442,1,0,1,2018-12-31,0,0
105657,105916,1,0,1,2018-12-31,0,0
111459,111513,1,0,1,2018-12-31,0,0
104542,106423,1,1,0,2018-12-31,1,1
105208,111202,1,1,0,2018-12-31,1,1
105453,106045,1,1,0,2018-12-31,1,1
105732,109739,1,1,0,2018-12-31,1,1
103333,105539,1,1,0,2018-12-31,1,1
104269,104607,1,0,1,2018-12-31,0,0
104291,106368,1,1,0,2018-12-31,1,1
106034,106378,2,1,1,2020-02-10,1 0,1
104327,111581,1,1,0,2018-12-31,1,1
104871,106401,1,1,0,2018-12-31,1,1
105575,105583,2,0,2,2021-05-24,0 0,0
105332,106210,2,2,0,2019-07-01,1 1,2
105683,200175,3,3,0,2023-06-12,1 1 1,3
104198,105138,1,0,1,2018-12-31,0,0
104918,106421,3,0,3,2023-02-20,0 0 0,0
104527,111797,2,1,1,2024-02-12,1 0,1
104620,144719,1,0,1,2018-12-31,0,0
111442,200282,5,1,4,2022-03-21,0 0 1 0 0,1
105932,126094,6,3,3,2022-06-13,1 0 0 0 1,2
104731,111513,3,3,0,2020-11-02,1 1 1,3
104542,106121,1,1,0,2018-12-31,1,1
103333,105208,1,1,0,2018-12-31,1,1
104607,105732,2,1,1,2019-02-04,1 0,1
104291,104327,1,0,1,2018-12-31,0,0
104871,106034,1,1,0,2018-12-31,1,1
105583,106065,2,1,1,2020-02-17,0 1,1
104527,105138,2,0,2,2022-10-24,0 0,0
104731,144719,3,2,1,2022-01-03,1 1 0,2
104542,200282,1,1,0,2018-12-31,1,1
103333,104327,1,1,0,2018-12-31,1,1
104871,105453,1,0,1,2018-12-31,0,0
104607,106065,1,1,0,2018-12-31,1,1
104542,106421,2,0,2,2019-02-11,0 0,0
103333,104731,1,0,1,2018-12-31,0,0
104607,105138,1,0,1,2018-12-31,0,0
105077,124187,1,0,1,2019-01-07,0,0
104259,105614,1,1,0,2019-01-07,1,1
105583,200282,3,0,3,2023-10-30,0 0 0,0
104655,200005,1,0,1,2019-01-07,0,0
104291,105023,1,0,1,2019-01-07,0,0
105357,126207,3,2,1,2020-10-26,1 0 1,2
111456,126610,3,1,2,2023-03-20,0 0 1,1
105902,105916,1,0,1,2019-01-07,0,0
104919,105449,1,1,0,2019-01-07,1,1
104907,111202,1,1,0,2019-01-07,1,1
105992,106415,1,0,1,2019-01-07,0,0
105526,111513,3,2,1,2021-07-12,1 1 0,2
103970,104898,1,1,0,2019-01-07,1,1
104312,104871,1,1,0,2019-01-07,1,1
105311,133430,2,1,1,2019-08-12,1 0,1
105373,200615,1,1,0,2019-01-07,1,1
105332,111815,3,0,3,2023-05-29,0 0 0,0
105051,105819,1,0,1,2019-01-07,0,0
106121,111442,2,1,1,2019-09-30,0 1,1
124187,200282,5,0,5,2022-06-13,0 0 0 0 0,0
104259,200005,1,1,0,2019-01-07,1,1
105815,106065,2,1,1,2021-08-23,1 0,1
105357,105916,1,1,0,2019-01-07,1,1
106415,126094,5,2,3,2023-10-30,1 0 1 0 0,2
104907,105526,1,0,1,2019-01-07,0,0
104198,106043,1,0,1,2019-01-07,0,0
103970,105807,1,0,1,2019-01-07,0,0
105311,111815,3,0,3,2022-08-29,0 0 0,0
105819,126774,2,0,2,2019-04-29,0 0,0
104545,126203,4,1,3,2023-02-27,0 0 1 0,1
104259,104926,2,1,1,2020-09-21,1 0,1
104468,105357,2,1,1,2020-11-09,1 0,1
104919,105815,1,0,1,2019-01-07,0,0
106043,106415,3,3,0,2019-05-13,1 1 1,3
105526,105807,3,1,2,2020-11-02,1 0 0,1
104312,126774,1,1,0,2019-01-07,1,1
111815,126203,13,5,8,2024-01-01,0 0 1 0 0,1
104312,106043,1,1,0,2019-01-07,1,1
105526,111815,1,0,1,2019-01-07,0,0
104312,200282,2,0,2,2019-06-10,0 0,0
105815,111815,2,1,1,2021-10-04,1 0,1
104925,106283,1,1,0,2019-01-14,1,1
104542,105373,1,1,0,2019-01-14,1,1
106121,106423,2,1,1,2023-07-31,1 0,1
104665,133430,3,0,3,2021-10-25,0 0 0,0
105676,106426,1,1,0,2019-01-14,1,1
104719,105657,1,0,1,2019-01-14,0,0
105992,106210,1,1,0,2019-01-14,1,1
106421,144750,1,1,0,2019-01-14,1,1
104926,144719,3,1,2,2021-04-05,1 0 0,1
104291,125802,1,0,1,2019-01-14,0,0
104563,105807,1,0,1,2019-01-14,0,0
104259,104810,1,1,0,2019-01-14,1,1
103333,128034,1,1,0,2019-01-14,1,1
105453,111794,1,1,0,2019-01-14,1,1
100644,105379,2,2,0,2019-08-26,1 1,2
104871,200005,2,2,0,2021-03-01,1 1,2
106058,106109,2,1,1,2021-07-12,0 1,1
104468,106216,2,2,0,2019-08-26,1 1,2
105614,111202,1,0,1,2019-01-14,0,0
105023,105732,2,1,1,2019-08-12,0 1,1
104527,105208,1,1,0,2019-01-14,1,1
105683,106401,1,1,0,2019-01-14,1,1
104327,106432,1,0,1,2019-01-14,0,0
105539,111513,1,1,0,2019-01-14,1,1
105936,106065,2,2,0,2020-09-14,1 1,2
105062,106298,1,0,1,2019-01-14,0,0
105163,109739,1,0,1,2019-01-14,0,0
104999,200615,1,0,1,2019-01-14,0,0
105332,106233,2,0,2,2021-02-02,0 0,0
105227,106071,1,1,0,2019-01-14,1,1
111456,126094,3,2,1,2023-08-07,1 0 1,2
105430,111581,1,1,0,2019-01-14,1,1
104269,200175,2,1,1,2021-09-20,1 0,1
104918,105138,4,0,4,2023-01-16,0 0 0 0,0
105815,106415,1,0,1,2019-01-14,0,0
105376,111575,2,1,1,2021-09-20,0 1,1
126610,126774,4,0,4,2023-01-02,0 0 0 0,0
104678,106148,1,1,0,2019-01-14,1,1
105819,105882,1,0,1,2019-01-14,0,0
105932,111153,2,2,0,2021-10-04,1 1,2
104792,106000,2,2,0,2019-02-11,1 1,2
105147,105554,1,0,1,2019-01-14,0,0
103819,104797,2,2,0,2021-05-31,1 1,2
105432,126207,1,0,1,2019-01-14,0,0
103852,111442,3,1,2,2023-06-26,0 0 1,1
104312,105449,2,2,0,2020-02-10,1 1,2
104386,105777,2,0,2,2019-05-27,0 0,0
104655,105583,2,1,1,2019-03-18,1 0,1
105341,106186,1,1,0,2019-01-14,1,1
104545,124187,5,0,5,2022-04-04,0 0 0 0 0,0
104607,106378,1,1,0,2019-01-14,1,1
106045,117360,1,1,0,2019-01-14,1,1
106043,200484,1,1,0,2019-01-14,1,1
105155,200282,1,0,1,2019-01-14,0,0
105806,105967,1,0,1,2019-01-14,0,0
105051,105526,1,1,0,2019-01-14,1,1
104745,105902,1,1,0,2019-01-14,1,1
104542,104925,1,0,1,2019-01-14,0,0
106121,133430,3,0,3,2023-01-16,0 0 0,0
105657,105676,1,0,1,2019-01-14,0,0
105807,125802,2,1,1,2021-08-23,1 0,1
104259,105311,1,0,1,2019-01-14,0,0
103333,105453,1,0,1,2019-01-14,0,0
100644,104871,3,3,0,2021-07-24,1 1 1,3
104468,106109,1,0,1,2019-01-14,0,0
105732,111202,1,1,0,2019-01-14,1,1
105916,106432,4,1,3,2021-03-01,0 0 0 1,1
106298,109739,1,1,0,2019-01-14,1,1
106233,200615,1,0,1,2019-01-14,0,0
105227,111456,1,1,0,2019-01-14,1,1
104269,105430,3,2,1,2023-02-13,1 1 0,2
105138,105357,3,3,0,2021-06-28,1 1 1,3
106415,111575,5,1,4,2023-09-20,0 0 1 0 0,1
104678,126774,1,0,1,2019-01-14,0,0
105882,105932,1,0,1,2019-01-14,0,0
104792,126203,1,0,1,2019-01-14,0,0
103819,105554,3,3,0,2021-03-08,1 1 1,3
104312,111442,3,3,0,2020-02-10,1 1 1,3
104655,105777,2,1,1,2021-05-17,0 1,1
105341,124187,1,1,0,2019-01-14,1,1
104607,104898,1,1,0,2019-01-14,1,1
106043,106045,1,1,0,2019-01-14,1,1
105967,200282,2,0,2,2022-08-15,0 0,0
104745,105051,1,1,0,2019-01-14,1,1
104925,133430,8,8,0,2023-01-02,1 1 1 1 1,5
105676,106421,4,1,3,2022-06-13,0 1 0 0,1
104926,105807,5,2,3,2022-10-17,0 0 1 1 0,2
105311,105453,2,0,2,2021-10-04,0 0,0
100644,106109,1,1,0,2019-01-14,1,1
105683,105732,2,2,0,2020-11-02,1 1,2
105936,106432,2,1,1,2019-04-22,0 1,1
106298,200615,2,2,0,2021-04-12,1 1,2
105932,126774,4,1,3,2022-01-03,0 0 1 0,1
103819,126203,1,1,0,2019-01-14,1,1
104312,126207,2,0,2,2020-08-31,0 0,0
105341,105777,1,0,1,2019-01-14,0,0
104607,106043,1,1,0,2019-01-14,1,1
104925,106421,13,8,5,2023-08-28,1 1 1 0 1,4
105453,105807,3,2,1,2021-05-10,1 0 1,2
100644,105683,2,1,1,2019-09-20,0 1,1
105138,105227,3,1,2,2021-10-25,1 0 0,1
103819,126774,5,2,3,2019-11-11,0 1 0 1 0,2
104607,104745,1,0,1,2019-01-14,0,0
105138,126774,3,0,3,2022-06-20,0 0 0,0
104745,126207,3,2,1,2022-08-29,1 1 0,2
104925,106298,3,3,0,2019-09-30,1 1 1,3
103917,105936,1,0,1,2019-02-04,0,0
105526,105882,1,1,0,2019-02-04,1,1
105819,144719,1,0,1,2019-02-04,0,0
104607,104897,1,1,0,2019-02-04,1,1
105332,105539,1,1,0,2019-02-04,1,1
104678,104792,1,0,1,2019-02-04,0,0
104919,105643,1,0,1,2019-02-04,0,0
103333,104719,1,0,1,2019-02-04,0,0
104898,106220,1,1,0,2019-02-04,1,1
106398,111815,2,1,1,2022-10-24,1 0,1
105341,125802,2,0,2,2019-03-18,0 0,0
104665,132283,3,2,1,2022-07-25,0 1 1,2
105732,106045,2,2,0,2019-06-24,1 1,2
104978,105932,1,1,0,2019-02-04,1,1
106228,111797,2,1,1,2019-07-15,1 0,1
104327,126156,1,0,1,2019-02-04,0,0
105173,120424,1,0,1,2019-02-04,0,0
105077,106198,2,2,0,2024-02-26,1 1,2
104542,200005,2,1,1,2021-03-08,1 0,1
105051,202090,1,1,0,2019-02-04,1,1
105561,205734,1,1,0,2019-02-04,1,1
104259,105430,1,0,1,2019-02-04,0,0
104269,200247,1,1,0,2019-02-04,1,1
104122,104291,1,0,1,2019-02-04,0,0
105208,128034,1,1,0,2019-02-04,1,1
104527,105657,1,0,1,2019-02-04,0,0
104655,105487,1,1,0,2019-02-04,1,1
104571,105074,1,1,0,2019-02-04,1,1
104797,126610,2,0,2,2019-04-29,0 0,0
105379,109739,2,1,1,2022-06-27,1 0,1
105526,126774,7,3,4,2024-05-06,1 0 0 1 0,2
105676,105936,5,2,3,2022-04-18,0 0 1 1 0,2
106065,144719,2,1,1,2021-05-24,0 1,1
104792,105062,1,1,0,2019-02-04,1,1
104719,133430,1,0,1,2019-02-04,0,0
105807,106398,2,1,1,2023-01-16,0 1,1
104978,105373,1,0,1,2019-02-04,0,0
106228,132283,1,1,0,2019-02-04,1,1
105732,125802,1,1,0,2019-02-04,1,1
104871,126156,1,1,0,2019-02-04,1,1
105051,105138,2,0,2,2021-03-15,0 0,0
105561,106043,1,0,1,2019-02-04,0,0
104468,104542,3,1,2,2022-02-14,0 1 0,1
104269,105657,1,1,0,2019-02-04,1,1
104291,104655,1,0,1,2019-02-04,0,0
105208,105430,1,0,1,2019-02-04,0,0
111575,126610,4,0,4,2021-02-08,0 0 0 0,0
105643,144719,4,3,1,2022-04-11,1 0 1 1,3
104607,105936,2,1,1,2019-08-19,1 0,1
106228,106398,2,2,0,2020-02-03,1 1,2
105732,133430,2,1,1,2019-08-05,1 0,1
105138,105916,6,3,3,2024-02-19,1 0 1 1 0,3
104542,104871,1,1,0,2019-02-04,1,1
104269,126610,1,0,1,2019-02-04,0,0
104571,105430,1,0,1,2019-02-04,0,0
104792,106421,4,2,2,2024-04-08,0 1 1 0,2
105643,106228,3,1,2,2020-09-28,0 1 0,1
105916,126610,1,1,0,2019-02-04,1,1
104655,105550,1,0,1,2019-02-04,0,0
104542,105430,1,1,0,2019-02-04,1,1
105550,106228,2,0,2,2020-02-10,0 0,0
104542,105732,2,2,0,2019-09-16,1 1,2
111575,134868,1,0,1,2019-02-11,0,0
105359,106368,1,1,0,2019-02-11,1,1
104542,105341,1,1,0,2019-02-11,1,1
103333,105430,2,0,2,2019-02-18,0 0,0
105550,202103,2,1,1,2023-01-16,1 0,1
105023,144750,1,1,0,2019-02-11,1,1
104919,105583,2,2,0,2019-04-29,1 1,2
111790,200368,1,1,0,2019-02-11,1,1
104898,105062,1,0,1,2019-02-11,0,0
106426,200000,4,2,2,2022-05-02,1 0 1 0,2
105166,105992,1,0,1,2019-02-11,0,0
103893,105815,1,1,0,2019-02-11,1,1
111797,132283,2,1,1,2023-10-02,0 1,1
105173,124187,3,0,3,2022-02-14,0 0 0,0
105015,133430,1,0,1,2019-02-11,0,0
103970,104291,1,1,0,2019-02-11,1,1
104797,111456,1,1,0,2019-02-11,1,1
104468,104607,1,0,1,2019-02-11,0,0
104198,200615,1,1,0,2019-02-11,1,1
104527,105332,1,1,0,2019-02-11,1,1
105379,105819,1,1,0,2019-02-11,1,1
104259,105683,1,0,1,2019-02-11,0,0
111442,111511,1,1,0,2019-02-11,1,1
105932,111202,1,1,0,2019-02-11,1,1
105311,106228,1,1,0,2019-02-11,1,1
104629,111153,1,0,1,2019-02-11,0,0
105373,105916,1,0,1,2019-02-11,0,0
104655,105656,1,1,0,2019-02-11,1,1
105208,105657,1,1,0,2019-02-11,1,1
105041,106071,1,0,1,2019-02-11,0,0
105487,109739,1,0,1,2019-02-11,0,0
105453,105732,3,1,2,2021-03-08,1 0 0,1
104542,134868,1,1,0,2019-02-11,1,1
105359,126207,1,1,0,2019-02-11,1,1
104919,105550,2,1,1,2019-03-18,0 1,1
106065,106426,2,1,1,2019-04-29,1 0,1
105449,111790,1,0,1,2019-02-11,0,0
104312,104792,2,0,2,2019-05-06,0 0,0
106148,132283,3,1,2,2022-01-31,1 0 0,1
103893,105992,1,1,0,2019-02-11,1,1
103970,105077,1,0,1,2019-02-11,0,0
104797,124187,1,0,1,2019-02-11,0,0
104198,105357,1,1,0,2019-02-11,1,1
105916,105932,6,3,3,2022-02-14,1 0 1 0 0,2
104655,105311,1,1,0,2019-02-11,1,1
111153,111442,2,0,2,2023-07-31,0 0,0
106233,109739,2,2,0,2024-04-01,1 1,2
104545,106071,1,1,0,2019-02-11,1,1
105550,144719,2,1,1,2023-02-13,1 0,1
105023,105359,1,1,0,2019-02-11,1,1
106065,106148,3,1,2,2022-04-04,1 0 0,1
103893,111790,1,0,1,2019-02-11,0,0
105077,106043,5,2,3,2022-08-08,0 0 0 1 1,2
104198,124187,1,0,1,2019-02-11,0,0
105453,105916,1,1,0,2019-02-11,1,1
104545,111442,4,2,2,2023-08-14,1 1 0 0,2
105023,111790,1,0,1,2019-02-11,0,0
106043,106233,5,2,3,2020-09-28,1 0 0 0 1,2
104527,104792,1,0,1,2019-02-11,0,0
106043,106065,5,3,2,2023-04-03,0 1 1 1 0,3
111790,124187,1,0,1,2019-02-11,0,0
104926,200000,2,1,1,2023-05-29,0 1,1
104545,105166,1,1,0,2019-02-18,1,1
105208,200005,1,0,1,2019-02-18,0,0
